name,year,pre_archetype,proj_role,p_establish,p_stick8,exp_wa,exp_wa_std,comp_n,outcomes,tier_counts,pwa_p10,pwa_p25,pwa_p50,pwa_p75,pwa_p90
Alex Osborne,2014.0,Defensive Wing,,,,,,0.0,,,,,,,
Eddie Denard,2014.0,Slashing Wing,,,,,,0.0,,,,,,,
Tevin Baskin,2014.0,Defensive Wing,,,,,,0.0,,,,,,,
Britton Lee,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Desjuan Newton,2014.0,Spacing Guard,,,,,,0.0,,,,,,,
Evan Grey,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Naji Hibbert,2014.0,Point Forward,Scoring Wing,0.378,0.094,0.8,4.8,21.5,Did Not Stick:0.622:0|Scoring Wing:0.129:6|Non-Specialized Playmaker:0.111:-0|Point Forward:0.083:1,Superstar:0.00|All-Star:0.00|Starter:0.40|Role Player:2.57|Replacement:13.50|Negative:3.64,-1.42,0.0,0.0,0.0,5.05
Clint Thomas,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
George Naldjieff,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Akeem Williams,2014.0,Scoring Playmaker,Non-Specialized Playmaker,0.585,0.096,1.7,5.9,80.2,Did Not Stick:0.415:0|Non-Specialized Playmaker:0.346:-0|Spacing Guard:0.054:10|Scoring Playmaker:0.050:25,Superstar:0.00|All-Star:0.45|Starter:3.01|Role Player:13.14|Replacement:33.71|Negative:21.66,-1.99,-0.77,0.0,1.23,7.26
Tony Bagtas,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Nate Bowser,2014.0,Defensive Wing,Rim Protector,0.414,0.099,2.1,5.2,33.3,Did Not Stick:0.586:0|Rim Protector:0.117:7|Non-Specialized Big:0.093:-0|Stretch Big:0.082:6,Superstar:0.00|All-Star:0.02|Starter:0.98|Role Player:7.58|Replacement:17.69|Negative:3.03,-0.25,0.0,0.0,2.37,5.71
Kyle Casey,2014.0,Point Forward,Scoring Wing,0.378,0.094,0.8,4.8,21.5,Did Not Stick:0.622:0|Scoring Wing:0.129:6|Non-Specialized Playmaker:0.111:-0|Point Forward:0.083:1,Superstar:0.00|All-Star:0.00|Starter:0.40|Role Player:2.57|Replacement:13.50|Negative:3.64,-1.42,0.0,0.0,0.0,5.05
Brian Vonderhaar,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Isaiah Maston,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
E.J. Conley,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Floris Versteeg,2014.0,Non-Specialized Wing,,,,,,0.0,,,,,,,
Holton Hunsaker,2014.0,Scoring Playmaker,Non-Specialized Playmaker,0.585,0.096,1.7,5.9,80.2,Did Not Stick:0.415:0|Non-Specialized Playmaker:0.346:-0|Spacing Guard:0.054:10|Scoring Playmaker:0.050:25,Superstar:0.00|All-Star:0.45|Starter:3.01|Role Player:13.14|Replacement:33.71|Negative:21.66,-1.99,-0.77,0.0,1.23,7.26
Patrick Konan,2014.0,Initiator Wing,Non-Specialized Wing,0.64,0.112,1.9,6.4,63.7,Did Not Stick:0.360:0|Non-Specialized Wing:0.214:-1|Scoring Wing:0.096:6|Stretch Big:0.091:6,Superstar:0.00|All-Star:0.76|Starter:1.99|Role Player:10.12|Replacement:24.84|Negative:17.16,-2.98,-0.44,0.0,1.76,8.3
Theron Stephens,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Jack Flemming,2014.0,Point Forward,Scoring Wing,0.378,0.094,0.8,4.8,21.5,Did Not Stick:0.622:0|Scoring Wing:0.129:6|Non-Specialized Playmaker:0.111:-0|Point Forward:0.083:1,Superstar:0.00|All-Star:0.00|Starter:0.40|Role Player:2.57|Replacement:13.50|Negative:3.64,-1.42,0.0,0.0,0.0,5.05
De'Angelo Speech,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Dom Samac,2014.0,Non-Specialized Wing,,,,,,0.0,,,,,,,
Russ DeRemer,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Adam Kemp,2014.0,Rim Protector,Rim Protector,0.414,0.099,2.1,5.2,33.3,Did Not Stick:0.586:0|Rim Protector:0.117:7|Non-Specialized Big:0.093:-0|Stretch Big:0.082:6,Superstar:0.00|All-Star:0.02|Starter:0.98|Role Player:7.58|Replacement:17.69|Negative:3.03,-0.25,0.0,0.0,2.37,5.71
Charlon Kloof,2014.0,Scoring Wing,Non-Specialized Wing,0.57,0.106,1.4,5.0,208.7,Did Not Stick:0.430:0|Non-Specialized Wing:0.154:-1|Scoring Wing:0.100:6|Point Forward:0.064:1,Superstar:0.00|All-Star:0.03|Starter:5.06|Role Player:36.77|Replacement:97.72|Negative:50.77,-2.56,-0.33,0.0,0.77,8.46
Zac Grossenbacher,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Kennedy Chukwuocha,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Javon Dawson,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Matteo Bellusci,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Emanuel Chapman,2014.0,Spacing Guard,,,,,,0.0,,,,,,,
Kyle Fuller,2014.0,Scoring Playmaker,Non-Specialized Playmaker,0.585,0.096,1.7,5.9,80.2,Did Not Stick:0.415:0|Non-Specialized Playmaker:0.346:-0|Spacing Guard:0.054:10|Scoring Playmaker:0.050:25,Superstar:0.00|All-Star:0.45|Starter:3.01|Role Player:13.14|Replacement:33.71|Negative:21.66,-1.99,-0.77,0.0,1.23,7.26
Carlos Mancasola,2014.0,Floor General,,,,,,0.0,,,,,,,
Shaq Shannon,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Daouda Soumaoro,2014.0,Non-Specialized Wing,,,,,,0.0,,,,,,,
David Nyarsuk,2014.0,Non-Specialized Big,,,,,,0.0,,,,,,,
Ben Sanders,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
James Pegues,2014.0,Defensive Wing,,,,,,0.0,,,,,,,
Ben Mesuda,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Hunter Eggers,2014.0,Floor General,,,,,,0.0,,,,,,,
Brian Bhaskar,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Jacquan Nobels,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Jamonte Graham,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Josh Hairston,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Daniel Miller,2014.0,Rim Protector,Rim Protector,0.414,0.099,2.1,5.2,33.3,Did Not Stick:0.586:0|Rim Protector:0.117:7|Non-Specialized Big:0.093:-0|Stretch Big:0.082:6,Superstar:0.00|All-Star:0.02|Starter:0.98|Role Player:7.58|Replacement:17.69|Negative:3.03,-0.25,0.0,0.0,2.37,5.71
Tom Knight,2014.0,Non-Specialized Big,,,,,,0.0,,,,,,,
Barrett Hunter,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Jerrold Brooks,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Luke Apfeld,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Kareem Jamar,2014.0,Scoring Playmaker,Non-Specialized Playmaker,0.585,0.096,1.7,5.9,80.2,Did Not Stick:0.415:0|Non-Specialized Playmaker:0.346:-0|Spacing Guard:0.054:10|Scoring Playmaker:0.050:25,Superstar:0.00|All-Star:0.45|Starter:3.01|Role Player:13.14|Replacement:33.71|Negative:21.66,-1.99,-0.77,0.0,1.23,7.26
Demondre Champman,2014.0,Scoring Wing,Non-Specialized Wing,0.57,0.106,1.4,5.0,208.7,Did Not Stick:0.430:0|Non-Specialized Wing:0.154:-1|Scoring Wing:0.100:6|Point Forward:0.064:1,Superstar:0.00|All-Star:0.03|Starter:5.06|Role Player:36.77|Replacement:97.72|Negative:50.77,-2.56,-0.33,0.0,0.77,8.46
Jordan Lawson,2014.0,Defensive Wing,,,,,,0.0,,,,,,,
Laquentin Miles,2014.0,Initiator Wing,Non-Specialized Wing,0.64,0.112,1.9,6.4,63.7,Did Not Stick:0.360:0|Non-Specialized Wing:0.214:-1|Scoring Wing:0.096:6|Stretch Big:0.091:6,Superstar:0.00|All-Star:0.76|Starter:1.99|Role Player:10.12|Replacement:24.84|Negative:17.16,-2.98,-0.44,0.0,1.76,8.3
Derrick Barden,2014.0,Scoring Wing,Non-Specialized Wing,0.57,0.106,1.4,5.0,208.7,Did Not Stick:0.430:0|Non-Specialized Wing:0.154:-1|Scoring Wing:0.100:6|Point Forward:0.064:1,Superstar:0.00|All-Star:0.03|Starter:5.06|Role Player:36.77|Replacement:97.72|Negative:50.77,-2.56,-0.33,0.0,0.77,8.46
Naadir Tharpe,2014.0,Scoring Playmaker,Non-Specialized Playmaker,0.585,0.096,1.7,5.9,80.2,Did Not Stick:0.415:0|Non-Specialized Playmaker:0.346:-0|Spacing Guard:0.054:10|Scoring Playmaker:0.050:25,Superstar:0.00|All-Star:0.45|Starter:3.01|Role Player:13.14|Replacement:33.71|Negative:21.66,-1.99,-0.77,0.0,1.23,7.26
Isaac Lang,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Twann Oakley,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Rashaad Richardson,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Brayden Carlson,2014.0,Scoring Wing,Non-Specialized Wing,0.57,0.106,1.4,5.0,208.7,Did Not Stick:0.430:0|Non-Specialized Wing:0.154:-1|Scoring Wing:0.100:6|Point Forward:0.064:1,Superstar:0.00|All-Star:0.03|Starter:5.06|Role Player:36.77|Replacement:97.72|Negative:50.77,-2.56,-0.33,0.0,0.77,8.46
Tomas Sanchez,2014.0,Scoring Wing,Non-Specialized Wing,0.57,0.106,1.4,5.0,208.7,Did Not Stick:0.430:0|Non-Specialized Wing:0.154:-1|Scoring Wing:0.100:6|Point Forward:0.064:1,Superstar:0.00|All-Star:0.03|Starter:5.06|Role Player:36.77|Replacement:97.72|Negative:50.77,-2.56,-0.33,0.0,0.77,8.46
Raijon Kelly,2014.0,Scoring Wing,Non-Specialized Wing,0.57,0.106,1.4,5.0,208.7,Did Not Stick:0.430:0|Non-Specialized Wing:0.154:-1|Scoring Wing:0.100:6|Point Forward:0.064:1,Superstar:0.00|All-Star:0.03|Starter:5.06|Role Player:36.77|Replacement:97.72|Negative:50.77,-2.56,-0.33,0.0,0.77,8.46
Tony Sabato,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Andrew Bock,2014.0,Scoring Playmaker,Non-Specialized Playmaker,0.585,0.096,1.7,5.9,80.2,Did Not Stick:0.415:0|Non-Specialized Playmaker:0.346:-0|Spacing Guard:0.054:10|Scoring Playmaker:0.050:25,Superstar:0.00|All-Star:0.45|Starter:3.01|Role Player:13.14|Replacement:33.71|Negative:21.66,-1.99,-0.77,0.0,1.23,7.26
Cole Darling,2014.0,Defensive Wing,,,,,,0.0,,,,,,,
Nick Cook,2014.0,Defensive Wing,,,,,,0.0,,,,,,,
Steve Sorenson,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Chris Patton,2014.0,Short Roll Playmaker,Stretch Big,0.486,0.151,2.2,4.0,13.9,Did Not Stick:0.514:0|Stretch Big:0.272:6|Passing Hub:0.076:0|Scoring Big:0.060:5,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:2.88|Replacement:7.20|Negative:1.45,-0.15,0.0,0.0,1.91,10.42
Kevin Noreen,2014.0,Stretch Big,Stretch Big,0.534,0.128,2.1,6.1,47.5,Did Not Stick:0.466:0|Stretch Big:0.283:6|Non-Specialized Big:0.148:-0|Passing Hub:0.082:0,Superstar:0.00|All-Star:0.59|Starter:1.75|Role Player:7.14|Replacement:26.41|Negative:8.46,-1.48,0.0,0.0,0.76,10.46
Chris Otule,2014.0,Non-Specialized Big,,,,,,0.0,,,,,,,
Korey Thieleke,2014.0,3-and-D Wing,Non-Specialized Wing,0.794,0.158,0.9,4.8,10.5,Did Not Stick:0.206:0|Non-Specialized Wing:0.103:-1|Defensive Guard:0.103:8|Defensive Wing:0.103:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:2.53|Replacement:3.29|Negative:3.90,-5.23,-1.83,0.0,2.69,12.22
Ryan Nicholas,2014.0,Scoring Wing,Non-Specialized Wing,0.57,0.106,1.4,5.0,208.7,Did Not Stick:0.430:0|Non-Specialized Wing:0.154:-1|Scoring Wing:0.100:6|Point Forward:0.064:1,Superstar:0.00|All-Star:0.03|Starter:5.06|Role Player:36.77|Replacement:97.72|Negative:50.77,-2.56,-0.33,0.0,0.77,8.46
Tyrone O'Garro,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Billy Bunnies,2014.0,Point Forward,Scoring Wing,0.378,0.094,0.8,4.8,21.5,Did Not Stick:0.622:0|Scoring Wing:0.129:6|Non-Specialized Playmaker:0.111:-0|Point Forward:0.083:1,Superstar:0.00|All-Star:0.00|Starter:0.40|Role Player:2.57|Replacement:13.50|Negative:3.64,-1.42,0.0,0.0,0.0,5.05
Matt Morrison,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Kamall Richards,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Ike Azotam,2014.0,Scoring Wing,Non-Specialized Wing,0.57,0.106,1.4,5.0,208.7,Did Not Stick:0.430:0|Non-Specialized Wing:0.154:-1|Scoring Wing:0.100:6|Point Forward:0.064:1,Superstar:0.00|All-Star:0.03|Starter:5.06|Role Player:36.77|Replacement:97.72|Negative:50.77,-2.56,-0.33,0.0,0.77,8.46
Kevin Lynch,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Talib Zanna,2014.0,Scoring Wing,Stretch Big,0.534,0.128,2.1,6.1,47.5,Did Not Stick:0.466:0|Stretch Big:0.283:6|Non-Specialized Big:0.148:-0|Passing Hub:0.082:0,Superstar:0.00|All-Star:0.59|Starter:1.75|Role Player:7.14|Replacement:26.41|Negative:8.46,-1.48,0.0,0.0,0.76,10.46
Goran Pantovic,2014.0,Rim Protector,Rim Protector,0.414,0.099,2.1,5.2,33.3,Did Not Stick:0.586:0|Rim Protector:0.117:7|Non-Specialized Big:0.093:-0|Stretch Big:0.082:6,Superstar:0.00|All-Star:0.02|Starter:0.98|Role Player:7.58|Replacement:17.69|Negative:3.03,-0.25,0.0,0.0,2.37,5.71
Justin Black,2014.0,Defensive Guard,,,,,,0.0,,,,,,,
Malcolm Moore,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Demetrius Tree Treadwell,2014.0,Initiator Wing,Non-Specialized Wing,0.64,0.112,1.9,6.4,63.7,Did Not Stick:0.360:0|Non-Specialized Wing:0.214:-1|Scoring Wing:0.096:6|Stretch Big:0.091:6,Superstar:0.00|All-Star:0.76|Starter:1.99|Role Player:10.12|Replacement:24.84|Negative:17.16,-2.98,-0.44,0.0,1.76,8.3
Devon Long,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
DJ Evans,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Mike VanKirk,2014.0,Non-Specialized Big,,,,,,0.0,,,,,,,
Marcus Hutchins,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Jordan Aaron,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Ryley Beaumont,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Connor Osborne,2014.0,Non-Specialized Wing,,,,,,0.0,,,,,,,
Ray Gallegos,2014.0,Point Forward,Scoring Wing,0.378,0.094,0.8,4.8,21.5,Did Not Stick:0.622:0|Scoring Wing:0.129:6|Non-Specialized Playmaker:0.111:-0|Point Forward:0.083:1,Superstar:0.00|All-Star:0.00|Starter:0.40|Role Player:2.57|Replacement:13.50|Negative:3.64,-1.42,0.0,0.0,0.0,5.05
Anfernee Robinson,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Max Jacobsen,2014.0,Scoring Wing,Non-Specialized Wing,0.57,0.106,1.4,5.0,208.7,Did Not Stick:0.430:0|Non-Specialized Wing:0.154:-1|Scoring Wing:0.100:6|Point Forward:0.064:1,Superstar:0.00|All-Star:0.03|Starter:5.06|Role Player:36.77|Replacement:97.72|Negative:50.77,-2.56,-0.33,0.0,0.77,8.46
Maceio Choice,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Preston Troutt,2014.0,Floor General,,,,,,0.0,,,,,,,
Petar Torlak,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Willie Rosenthal,2014.0,Non-Specialized Big,,,,,,0.0,,,,,,,
Omar Oraby,2014.0,Rim Protector,Rim Protector,0.414,0.099,2.1,5.2,33.3,Did Not Stick:0.586:0|Rim Protector:0.117:7|Non-Specialized Big:0.093:-0|Stretch Big:0.082:6,Superstar:0.00|All-Star:0.02|Starter:0.98|Role Player:7.58|Replacement:17.69|Negative:3.03,-0.25,0.0,0.0,2.37,5.71
Jordan Banks,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Julian Norfleet,2014.0,Scoring Playmaker,Non-Specialized Playmaker,0.585,0.096,1.7,5.9,80.2,Did Not Stick:0.415:0|Non-Specialized Playmaker:0.346:-0|Spacing Guard:0.054:10|Scoring Playmaker:0.050:25,Superstar:0.00|All-Star:0.45|Starter:3.01|Role Player:13.14|Replacement:33.71|Negative:21.66,-1.99,-0.77,0.0,1.23,7.26
Mitch McLaughlin,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
Aaron Thomas,2014.0,Scoring Wing,Non-Specialized Wing,0.57,0.106,1.4,5.0,208.7,Did Not Stick:0.430:0|Non-Specialized Wing:0.154:-1|Scoring Wing:0.100:6|Point Forward:0.064:1,Superstar:0.00|All-Star:0.03|Starter:5.06|Role Player:36.77|Replacement:97.72|Negative:50.77,-2.56,-0.33,0.0,0.77,8.46
Drew Crawford,2014.0,Initiator Wing,Non-Specialized Wing,0.64,0.112,1.9,6.4,63.7,Did Not Stick:0.360:0|Non-Specialized Wing:0.214:-1|Scoring Wing:0.096:6|Stretch Big:0.091:6,Superstar:0.00|All-Star:0.76|Starter:1.99|Role Player:10.12|Replacement:24.84|Negative:17.16,-2.98,-0.44,0.0,1.76,8.3
Lucas Nutt,2014.0,Spacing Guard,,,,,,0.0,,,,,,,
Cleveland Melvin,2014.0,Scoring Wing,Non-Specialized Wing,0.57,0.106,1.4,5.0,208.7,Did Not Stick:0.430:0|Non-Specialized Wing:0.154:-1|Scoring Wing:0.100:6|Point Forward:0.064:1,Superstar:0.00|All-Star:0.03|Starter:5.06|Role Player:36.77|Replacement:97.72|Negative:50.77,-2.56,-0.33,0.0,0.77,8.46
Stephon Mosley,2014.0,Slashing Wing,,,,,,0.0,,,,,,,
Oto Osenieks,2014.0,Non-Specialized Wing,Non-Specialized Wing,0.705,0.0,-1.1,3.2,17.0,Did Not Stick:0.295:0|Non-Specialized Wing:0.177:-1|Scoring Wing:0.177:6|Non-Specialized Playmaker:0.118:-0,Superstar:0.00|All-Star:0.00|Starter:0.00|Role Player:1.00|Replacement:7.99|Negative:7.96,-7.32,-2.25,0.0,0.0,0.66
Chris McNealy,2014.0,Scoring Wing,Non-Specialized Wing,0.57,0.106,1.4,5.0,208.7,Did Not Stick:0.430:0|Non-Specialized Wing:0.154:-1|Scoring Wing:0.100:6|Point Forward:0.064:1,Superstar:0.00|All-Star:0.03|Starter:5.06|Role Player:36.77|Replacement:97.72|Negative:50.77,-2.56,-0.33,0.0,0.77,8.46
Jackson Perez,2014.0,Non-Specialized Playmaker,,,,,,0.0,,,,,,,
